timestamp,mq35,mq36,mq37,temp_C,humidity,label
2026-02-24 06:36:00,115,62,50,27.0,53,CLEAN
2026-02-24 06:37:00,117,89,68,24.3,42,CLEAN
2026-02-24 06:38:00,88,97,73,23.5,56,CLEAN
2026-02-24 06:39:00,109,62,72,26.1,45,CLEAN
2026-02-24 06:40:00,108,91,89,28.1,43,CLEAN
2026-02-24 06:41:00,76,90,79,27.0,85,CLEAN
2026-02-24 06:42:00,114,102,87,27.3,52,CLEAN
2026-02-24 06:43:00,118,64,65,25.0,55,CLEAN
2026-02-24 06:44:00,157,42,82,22.8,51,CLEAN
2026-02-24 06:45:00,127,81,50,24.6,60,CLEAN
2026-02-24 06:46:00,81,84,70,24.7,72,CLEAN
2026-02-24 06:47:00,115,39,73,24.7,61,CLEAN
2026-02-24 06:48:00,80,77,79,27.7,45,CLEAN
2026-02-24 06:49:00,91,70,58,29.5,58,CLEAN
2026-02-24 06:50:00,68,98,108,28.1,42,CLEAN
2026-02-24 06:51:00,87,105,57,26.9,61,CLEAN
2026-02-24 06:52:00,76,78,11,24.0,52,CLEAN
2026-02-24 06:53:00,68,112,44,25.1,56,CLEAN
2026-02-24 06:54:00,136,51,90,26.0,47,CLEAN
2026-02-24 06:55:00,111,83,59,26.1,51,CLEAN
2026-02-24 06:56:00,102,93,98,23.5,72,CLEAN
2026-02-24 06:57:00,51,76,80,26.6,50,CLEAN
2026-02-24 06:58:00,94,70,59,27.7,57,CLEAN
2026-02-24 06:59:00,82,97,75,27.6,60,CLEAN
2026-02-24 07:00:00,79,68,83,27.2,54,CLEAN
2026-02-24 07:01:00,102,105,59,27.1,53,CLEAN
2026-02-24 07:02:00,94,101,84,27.6,65,CLEAN
2026-02-24 07:03:00,100,93,64,26.6,53,CLEAN
2026-02-24 07:04:00,102,91,55,30.2,46,CLEAN
2026-02-24 07:05:00,69,103,84,27.2,60,CLEAN
2026-02-24 07:06:00,99,62,71,24.6,62,CLEAN
2026-02-24 07:07:00,96,63,64,26.8,50,CLEAN
2026-02-24 07:08:00,79,84,74,25.0,51,CLEAN
2026-02-24 07:09:00,105,51,44,24.6,53,CLEAN
2026-02-24 07:10:00,107,109,85,25.7,54,CLEAN
2026-02-24 07:11:00,74,79,64,26.6,48,CLEAN
2026-02-24 07:12:00,112,110,68,26.8,60,CLEAN
2026-02-24 07:13:00,89,84,70,26.2,48,CLEAN
2026-02-24 07:14:00,100,89,96,27.9,72,CLEAN
2026-02-24 07:15:00,80,97,73,30.4,48,CLEAN
2026-02-24 07:16:00,79,68,31,24.9,48,CLEAN
2026-02-24 07:17:00,103,86,103,27.9,50,CLEAN
2026-02-24 07:18:00,77,89,46,29.7,64,CLEAN
2026-02-24 07:19:00,88,45,94,25.8,64,CLEAN
2026-02-24 07:20:00,60,68,70,26.1,51,CLEAN
2026-02-24 07:21:00,115,58,67,26.2,59,CLEAN
2026-02-24 07:22:00,117,57,42,28.6,57,CLEAN
2026-02-24 07:23:00,81,111,72,28.4,55,CLEAN
2026-02-24 07:24:00,151,115,65,27.9,60,CLEAN
2026-02-24 07:25:00,134,60,82,28.1,40,CLEAN
2026-02-24 07:26:00,70,39,65,27.4,67,CLEAN
2026-02-24 07:27:00,101,112,45,22.6,54,CLEAN
2026-02-24 07:28:00,109,79,32,25.8,44,CLEAN
2026-02-24 07:29:00,116,87,53,25.0,46,CLEAN
2026-02-24 07:30:00,98,99,52,27.0,50,CLEAN
2026-02-24 07:31:00,80,77,51,24.9,45,CLEAN
2026-02-24 07:32:00,149,80,57,26.4,54,CLEAN
2026-02-24 07:33:00,94,92,83,24.9,50,CLEAN
2026-02-24 07:34:00,93,33,42,28.7,68,CLEAN
2026-02-24 07:35:00,93,91,75,32.2,63,CLEAN
2026-02-24 07:36:00,96,60,41,26.4,48,CLEAN
2026-02-24 07:37:00,64,67,50,29.4,62,CLEAN
2026-02-24 07:38:00,99,109,71,24.3,67,CLEAN
2026-02-24 07:39:00,113,59,66,24.2,43,CLEAN
2026-02-24 07:40:00,123,118,44,27.1,49,CLEAN
2026-02-24 07:41:00,87,68,54,26.1,48,CLEAN
2026-02-24 07:42:00,106,78,65,24.2,50,CLEAN
2026-02-24 07:43:00,118,90,52,26.2,61,CLEAN
2026-02-24 07:44:00,58,90,58,27.1,48,CLEAN
2026-02-24 07:45:00,54,47,70,26.5,47,CLEAN
2026-02-24 07:46:00,115,46,68,23.6,49,CLEAN
2026-02-24 07:47:00,101,62,63,28.0,50,CLEAN
2026-02-24 07:48:00,120,57,79,28.9,35,CLEAN
2026-02-24 07:49:00,80,91,66,26.7,50,CLEAN
2026-02-24 07:50:00,102,76,91,26.5,57,CLEAN
2026-02-24 07:51:00,89,70,62,26.8,51,CLEAN
2026-02-24 07:52:00,107,121,85,25.3,64,CLEAN
2026-02-24 07:53:00,89,39,51,22.3,52,CLEAN
2026-02-24 07:54:00,100,113,75,25.6,61,CLEAN
2026-02-24 07:55:00,44,84,83,23.0,64,CLEAN
2026-02-24 07:56:00,108,71,81,30.5,56,CLEAN
2026-02-24 07:57:00,106,70,54,27.7,48,CLEAN
2026-02-24 07:58:00,101,70,78,26.7,63,CLEAN
2026-02-24 07:59:00,87,74,52,25.1,58,CLEAN
2026-02-24 08:00:00,118,61,85,28.7,58,CLEAN
2026-02-24 08:01:00,146,64,47,22.4,66,CLEAN
2026-02-24 08:02:00,116,78,75,23.7,74,CLEAN
2026-02-24 08:03:00,103,82,83,27.0,56,CLEAN
2026-02-24 08:04:00,80,89,103,28.7,67,CLEAN
2026-02-24 08:05:00,87,60,67,26.1,63,CLEAN
2026-02-24 08:06:00,57,110,67,25.1,46,CLEAN
2026-02-24 08:07:00,58,96,71,23.4,44,CLEAN
2026-02-24 08:08:00,91,113,65,23.0,53,CLEAN
2026-02-24 08:09:00,93,26,69,25.5,60,CLEAN
2026-02-24 08:10:00,146,102,65,23.8,75,CLEAN
2026-02-24 08:11:00,101,80,69,26.4,53,CLEAN
2026-02-24 08:12:00,85,69,69,24.9,49,CLEAN
2026-02-24 08:13:00,102,74,97,20.7,63,CLEAN
2026-02-24 08:14:00,131,38,63,25.3,43,CLEAN
2026-02-24 08:15:00,80,57,101,27.9,65,CLEAN
2026-02-24 08:16:00,118,57,60,27.0,45,CLEAN
2026-02-24 08:17:00,117,75,63,27.4,58,CLEAN
2026-02-24 08:18:00,90,103,50,27.2,59,CLEAN
2026-02-24 08:19:00,92,86,47,27.8,53,CLEAN
2026-02-24 08:20:00,86,100,57,23.2,42,CLEAN
2026-02-24 08:21:00,115,54,101,21.8,68,CLEAN
2026-02-24 08:22:00,105,78,60,26.8,54,CLEAN
2026-02-24 08:23:00,127,82,72,25.3,54,CLEAN
2026-02-24 08:24:00,107,45,45,27.5,56,CLEAN
2026-02-24 08:25:00,95,80,76,24.9,48,CLEAN
2026-02-24 08:26:00,104,60,77,22.6,63,CLEAN
2026-02-24 08:27:00,111,85,87,29.3,63,CLEAN
2026-02-24 08:28:00,53,54,58,26.1,59,CLEAN
2026-02-24 08:29:00,81,83,56,24.8,43,CLEAN
2026-02-24 08:30:00,76,52,52,28.1,47,CLEAN
2026-02-24 08:31:00,165,89,73,24.3,60,CLEAN
2026-02-24 08:32:00,85,82,116,25.8,64,CLEAN
2026-02-24 08:33:00,82,79,101,24.7,69,CLEAN
2026-02-24 08:34:00,117,68,81,27.9,59,CLEAN
2026-02-24 08:35:00,60,65,65,25.9,59,CLEAN
2026-02-24 08:36:00,104,53,76,27.2,59,CLEAN
2026-02-24 08:37:00,127,96,78,25.9,41,CLEAN
2026-02-24 08:38:00,110,84,74,23.4,46,CLEAN
2026-02-24 08:39:00,126,79,82,26.1,55,CLEAN
2026-02-24 08:40:00,123,69,71,25.1,51,CLEAN
2026-02-24 08:41:00,92,84,61,28.5,47,CLEAN
2026-02-24 08:42:00,95,71,96,26.4,63,CLEAN
2026-02-24 08:43:00,62,85,86,26.2,63,CLEAN
2026-02-24 08:44:00,87,108,111,25.3,51,CLEAN
2026-02-24 08:45:00,136,111,60,25.2,52,CLEAN
2026-02-24 08:46:00,66,61,51,24.5,54,CLEAN
2026-02-24 08:47:00,105,111,52,28.0,53,CLEAN
2026-02-24 08:48:00,98,93,49,26.8,56,CLEAN
2026-02-24 08:49:00,112,85,114,24.7,50,CLEAN
2026-02-24 08:50:00,84,68,58,28.4,66,CLEAN
2026-02-24 08:51:00,85,63,78,24.9,60,CLEAN
2026-02-24 08:52:00,105,49,97,29.6,50,CLEAN
2026-02-24 08:53:00,90,85,76,27.3,71,CLEAN
2026-02-24 08:54:00,95,64,45,24.5,54,CLEAN
2026-02-24 08:55:00,144,69,74,26.0,64,CLEAN
2026-02-24 08:56:00,163,69,61,28.1,60,CLEAN
2026-02-24 08:57:00,146,91,63,27.2,63,CLEAN
2026-02-24 08:58:00,120,90,89,28.3,66,CLEAN
2026-02-24 08:59:00,116,76,72,28.4,48,CLEAN
2026-02-24 09:00:00,109,72,70,28.6,56,CLEAN
2026-02-24 09:01:00,101,52,83,27.3,72,CLEAN
2026-02-24 09:02:00,92,84,74,29.2,54,CLEAN
2026-02-24 09:03:00,106,92,73,25.1,56,CLEAN
2026-02-24 09:04:00,126,59,72,24.6,64,CLEAN
2026-02-24 09:05:00,61,68,76,29.1,54,CLEAN
2026-02-24 09:06:00,86,117,43,21.6,58,CLEAN
2026-02-24 09:07:00,87,59,82,26.5,50,CLEAN
2026-02-24 09:08:00,67,97,81,25.8,69,CLEAN
2026-02-24 09:09:00,73,49,57,25.9,56,CLEAN
2026-02-24 09:10:00,93,87,47,28.9,54,CLEAN
2026-02-24 09:11:00,127,86,78,27.1,58,CLEAN
2026-02-24 09:12:00,116,106,73,27.4,54,CLEAN
2026-02-24 09:13:00,136,66,102,25.9,43,CLEAN
2026-02-24 09:14:00,103,66,85,24.7,51,CLEAN
2026-02-24 09:15:00,52,70,26,22.8,61,CLEAN
2026-02-24 09:16:00,119,88,52,25.9,54,CLEAN
2026-02-24 09:17:00,71,110,85,25.6,55,CLEAN
2026-02-24 09:18:00,105,39,65,24.6,46,CLEAN
2026-02-24 09:19:00,92,115,81,24.9,59,CLEAN
2026-02-24 09:20:00,134,98,71,24.7,60,CLEAN
2026-02-24 09:21:00,109,97,81,28.1,50,CLEAN
2026-02-24 09:22:00,132,83,107,24.6,68,CLEAN
2026-02-24 09:23:00,104,66,61,25.4,58,CLEAN
2026-02-24 09:24:00,113,68,69,30.3,68,CLEAN
2026-02-24 09:25:00,110,80,72,27.2,46,CLEAN
2026-02-24 09:26:00,93,46,77,27.3,51,CLEAN
2026-02-24 09:27:00,139,55,43,26.4,63,CLEAN
2026-02-24 09:28:00,142,70,89,25.9,53,CLEAN
2026-02-24 09:29:00,122,93,41,29.0,66,CLEAN
2026-02-24 09:30:00,84,87,78,26.5,50,CLEAN
2026-02-24 09:31:00,83,79,91,27.1,52,CLEAN
2026-02-24 09:32:00,119,23,90,22.5,52,CLEAN
2026-02-24 09:33:00,72,54,90,25.1,57,CLEAN
2026-02-24 09:34:00,98,89,71,23.4,62,CLEAN
2026-02-24 09:35:00,87,48,62,29.0,61,CLEAN
2026-02-24 09:36:00,91,73,64,30.2,58,CLEAN
2026-02-24 09:37:00,110,100,74,25.5,53,CLEAN
2026-02-24 09:38:00,98,79,83,26.1,60,CLEAN
2026-02-24 09:39:00,97,81,34,27.8,57,CLEAN
2026-02-24 09:40:00,124,22,107,25.7,63,CLEAN
2026-02-24 09:41:00,74,92,51,24.8,70,CLEAN
2026-02-24 09:42:00,95,84,85,27.0,56,CLEAN
2026-02-24 09:43:00,109,128,68,26.4,63,CLEAN
2026-02-24 09:44:00,127,103,81,23.7,68,CLEAN
2026-02-24 09:45:00,71,86,56,25.9,57,CLEAN
2026-02-24 09:46:00,108,88,99,26.9,53,CLEAN
2026-02-24 09:47:00,124,103,47,27.2,60,CLEAN
2026-02-24 09:48:00,92,107,67,26.3,53,CLEAN
2026-02-24 09:49:00,100,58,44,29.2,48,CLEAN
2026-02-24 09:50:00,75,36,58,23.4,68,CLEAN
2026-02-24 09:51:00,125,66,110,28.0,52,CLEAN
2026-02-24 09:52:00,37,125,44,22.7,63,CLEAN
2026-02-24 09:53:00,160,107,80,27.2,61,CLEAN
2026-02-24 09:54:00,118,85,71,25.9,48,CLEAN
2026-02-24 09:55:00,92,46,68,24.0,46,CLEAN
2026-02-24 09:56:00,104,107,86,22.9,47,CLEAN
2026-02-24 09:57:00,123,60,65,27.1,47,CLEAN
2026-02-24 09:58:00,102,53,59,26.6,42,CLEAN
2026-02-24 09:59:00,111,79,79,26.4,65,CLEAN
2026-02-24 10:00:00,103,71,72,27.1,55,CLEAN
2026-02-24 10:01:00,101,65,58,23.2,68,CLEAN
2026-02-24 10:02:00,68,66,57,27.8,52,CLEAN
2026-02-24 10:03:00,131,66,75,24.3,72,CLEAN
2026-02-24 10:04:00,70,86,81,26.8,53,CLEAN
2026-02-24 10:05:00,96,80,67,27.9,72,CLEAN
2026-02-24 10:06:00,86,52,68,31.2,48,CLEAN
2026-02-24 10:07:00,140,113,60,27.1,68,CLEAN
2026-02-24 10:08:00,90,75,59,24.0,49,CLEAN
2026-02-24 10:09:00,69,80,56,26.5,42,CLEAN
2026-02-24 10:10:00,108,96,34,26.7,64,CLEAN
2026-02-24 10:11:00,69,113,77,24.6,54,CLEAN
2026-02-24 10:12:00,113,81,79,24.2,56,CLEAN
2026-02-24 10:13:00,64,77,53,24.5,64,CLEAN
2026-02-24 10:14:00,127,92,50,25.4,64,CLEAN
2026-02-24 10:15:00,103,126,77,26.4,52,CLEAN
2026-02-24 10:16:00,103,76,82,27.9,48,CLEAN
2026-02-24 10:17:00,66,43,79,23.8,37,CLEAN
2026-02-24 10:18:00,109,129,69,27.7,55,CLEAN
2026-02-24 10:19:00,97,98,64,26.5,57,CLEAN
2026-02-24 10:20:00,83,99,66,24.5,59,CLEAN
2026-02-24 10:21:00,77,80,69,28.2,58,CLEAN
2026-02-24 10:22:00,99,96,95,27.1,55,CLEAN
2026-02-24 10:23:00,67,58,64,24.8,53,CLEAN
2026-02-24 10:24:00,101,90,68,27.0,55,CLEAN
2026-02-24 10:25:00,50,61,67,23.6,59,CLEAN
2026-02-24 10:26:00,138,104,66,29.0,56,CLEAN
2026-02-24 10:27:00,91,67,64,25.2,56,CLEAN
2026-02-24 10:28:00,104,80,77,28.4,62,CLEAN
2026-02-24 10:29:00,62,28,86,23.3,53,CLEAN
2026-02-24 10:30:00,70,43,79,27.5,50,CLEAN
2026-02-24 10:31:00,35,69,77,23.0,56,CLEAN
2026-02-24 10:32:00,99,91,72,24.1,64,CLEAN
2026-02-24 10:33:00,96,79,53,25.1,47,CLEAN
2026-02-24 10:34:00,95,114,45,22.8,66,CLEAN
2026-02-24 10:35:00,94,66,88,24.8,69,CLEAN
2026-02-24 10:36:00,116,70,108,24.8,60,CLEAN
2026-02-24 10:37:00,107,106,98,26.1,48,CLEAN
2026-02-24 10:38:00,111,66,106,26.3,52,CLEAN
2026-02-24 10:39:00,104,53,52,28.4,49,CLEAN
2026-02-24 10:40:00,73,90,91,27.4,62,CLEAN
2026-02-24 10:41:00,81,51,97,25.4,52,CLEAN
2026-02-24 10:42:00,133,91,78,30.3,49,CLEAN
2026-02-24 10:43:00,123,81,74,29.1,59,CLEAN
2026-02-24 10:44:00,113,101,63,24.3,46,CLEAN
2026-02-24 10:45:00,50,121,50,25.6,52,CLEAN
2026-02-24 10:46:00,107,96,85,24.8,53,CLEAN
2026-02-24 10:47:00,107,75,98,27.0,60,CLEAN
2026-02-24 10:48:00,116,103,73,23.4,58,CLEAN
2026-02-24 10:49:00,83,69,80,28.5,55,CLEAN
2026-02-24 10:50:00,107,114,74,31.2,59,CLEAN
2026-02-24 10:51:00,55,95,76,28.6,60,CLEAN
2026-02-24 10:52:00,96,55,66,24.3,50,CLEAN
2026-02-24 10:53:00,114,113,77,23.6,58,CLEAN
2026-02-24 10:54:00,129,67,67,26.0,48,CLEAN
2026-02-24 10:55:00,116,77,77,24.2,51,CLEAN
2026-02-24 10:56:00,118,72,101,25.2,56,CLEAN
2026-02-24 10:57:00,123,51,38,22.9,65,CLEAN
2026-02-24 10:58:00,86,131,59,26.4,67,CLEAN
2026-02-24 10:59:00,150,121,91,28.0,59,CLEAN
2026-02-24 11:00:00,119,68,55,26.0,53,CLEAN
2026-02-24 11:01:00,88,93,87,26.2,66,CLEAN
2026-02-24 11:02:00,71,76,57,22.3,54,CLEAN
2026-02-24 11:03:00,96,110,81,24.0,69,CLEAN
2026-02-24 11:04:00,130,91,65,24.1,52,CLEAN
2026-02-24 11:05:00,127,117,97,25.0,46,CLEAN
2026-02-24 11:06:00,103,44,75,25.7,51,CLEAN
2026-02-24 11:07:00,60,90,60,23.7,32,CLEAN
2026-02-24 11:08:00,99,115,99,25.1,50,CLEAN
2026-02-24 11:09:00,111,60,75,27.5,64,CLEAN
2026-02-24 11:10:00,97,75,54,24.3,53,CLEAN
2026-02-24 11:11:00,109,98,55,29.0,52,CLEAN
2026-02-24 11:12:00,99,65,26,27.8,60,CLEAN
2026-02-24 11:13:00,92,81,79,22.9,50,CLEAN
2026-02-24 11:14:00,119,54,75,23.3,58,CLEAN
2026-02-24 11:15:00,99,47,90,24.5,48,CLEAN
2026-02-24 11:16:00,105,102,51,26.1,58,CLEAN
2026-02-24 11:17:00,117,83,63,24.3,55,CLEAN
2026-02-24 11:18:00,73,21,77,27.8,36,CLEAN
2026-02-24 11:19:00,74,92,107,26.0,49,CLEAN
2026-02-24 11:20:00,95,107,58,24.4,51,CLEAN
2026-02-24 11:21:00,76,82,99,26.6,52,CLEAN
2026-02-24 11:22:00,92,48,85,25.8,53,CLEAN
2026-02-24 11:23:00,179,85,56,25.1,64,CLEAN
2026-02-24 11:24:00,102,51,86,24.7,69,CLEAN
2026-02-24 11:25:00,127,71,93,26.1,61,CLEAN
2026-02-24 11:26:00,112,63,58,28.1,52,CLEAN
2026-02-24 11:27:00,89,60,77,30.1,46,CLEAN
2026-02-24 11:28:00,100,108,68,26.9,46,CLEAN
2026-02-24 11:29:00,110,76,87,28.4,75,CLEAN
2026-02-24 11:30:00,114,86,73,25.3,57,CLEAN
2026-02-24 11:31:00,92,83,93,24.0,64,CLEAN
2026-02-24 11:32:00,132,77,31,24.8,65,CLEAN
2026-02-24 11:33:00,99,60,60,27.7,59,CLEAN
2026-02-24 11:34:00,94,72,62,24.2,67,CLEAN
2026-02-24 11:35:00,91,104,97,28.0,51,CLEAN
2026-02-24 11:36:00,110,79,53,26.6,45,CLEAN
2026-02-24 11:37:00,129,70,73,26.6,52,CLEAN
2026-02-24 11:38:00,114,70,85,23.3,56,CLEAN
2026-02-24 11:39:00,148,59,57,27.0,56,CLEAN
2026-02-24 11:40:00,108,89,81,28.2,58,CLEAN
2026-02-24 11:41:00,93,93,104,25.7,47,CLEAN
2026-02-24 11:42:00,127,77,30,27.7,50,CLEAN
2026-02-24 11:43:00,97,86,73,27.4,51,CLEAN
2026-02-24 11:44:00,112,74,83,27.2,47,CLEAN
2026-02-24 11:45:00,127,69,84,26.7,69,CLEAN
2026-02-24 11:46:00,94,73,69,25.4,61,CLEAN
2026-02-24 11:47:00,59,58,50,27.9,68,CLEAN
2026-02-24 11:48:00,97,76,71,28.3,47,CLEAN
2026-02-24 11:49:00,105,99,79,26.4,63,CLEAN
2026-02-24 11:50:00,32,93,58,22.3,59,CLEAN
2026-02-24 11:51:00,134,77,87,29.2,65,CLEAN
2026-02-24 11:52:00,140,94,71,22.8,53,CLEAN
2026-02-24 11:53:00,78,123,66,26.2,59,CLEAN
2026-02-24 11:54:00,101,113,58,26.4,49,CLEAN
2026-02-24 11:55:00,66,67,69,25.1,49,CLEAN
2026-02-24 11:56:00,64,78,42,27.5,55,CLEAN
2026-02-24 11:57:00,63,73,56,26.6,65,CLEAN
2026-02-24 11:58:00,53,82,67,27.3,56,CLEAN
2026-02-24 11:59:00,81,73,55,28.2,55,CLEAN
2026-02-24 12:00:00,147,78,57,23.0,40,CLEAN
2026-02-24 12:01:00,60,85,79,22.8,62,CLEAN
2026-02-24 12:02:00,87,82,99,27.8,52,CLEAN
2026-02-24 12:03:00,77,36,57,25.6,47,CLEAN
2026-02-24 12:04:00,96,81,65,24.7,56,CLEAN
2026-02-24 12:05:00,111,58,95,25.8,55,CLEAN
2026-02-24 12:06:00,117,84,87,26.6,50,CLEAN
2026-02-24 12:07:00,109,57,71,25.9,53,CLEAN
2026-02-24 12:08:00,96,42,60,26.2,56,CLEAN
2026-02-24 12:09:00,74,105,54,27.9,58,CLEAN
2026-02-24 12:10:00,83,115,48,27.8,63,CLEAN
2026-02-24 12:11:00,83,107,65,26.6,57,CLEAN
2026-02-24 12:12:00,96,96,84,22.5,65,CLEAN
2026-02-24 12:13:00,58,100,90,23.8,51,CLEAN
2026-02-24 12:14:00,72,75,64,27.6,65,CLEAN
2026-02-24 12:15:00,134,68,66,22.6,48,CLEAN
2026-02-24 12:16:00,124,112,47,24.8,54,CLEAN
2026-02-24 12:17:00,107,63,77,25.1,54,CLEAN
2026-02-24 12:18:00,113,80,62,25.8,54,CLEAN
2026-02-24 12:19:00,90,74,98,27.1,52,CLEAN
2026-02-24 12:20:00,117,73,91,26.7,54,CLEAN
2026-02-24 12:21:00,111,48,49,23.6,56,CLEAN
2026-02-24 12:22:00,143,124,81,27.0,40,CLEAN
2026-02-24 12:23:00,86,64,58,25.7,51,CLEAN
2026-02-24 12:24:00,50,94,50,26.5,71,CLEAN
2026-02-24 12:25:00,77,29,64,28.2,70,CLEAN
2026-02-24 12:26:00,69,89,61,25.8,76,CLEAN
2026-02-24 12:27:00,62,85,78,28.2,55,CLEAN
2026-02-24 12:28:00,107,72,74,25.3,59,CLEAN
2026-02-24 12:29:00,90,87,69,28.3,54,CLEAN
2026-02-24 12:30:00,55,105,53,24.7,50,CLEAN
2026-02-24 12:31:00,134,37,126,28.1,56,CLEAN
2026-02-24 12:32:00,98,85,79,27.3,59,CLEAN
2026-02-24 12:33:00,102,76,67,25.6,64,CLEAN
2026-02-24 12:34:00,114,21,81,26.4,54,CLEAN
2026-02-24 12:35:00,90,102,87,24.5,58,CLEAN
2026-02-24 12:36:00,75,52,58,27.7,62,CLEAN
2026-02-24 12:37:00,112,94,79,24.7,58,CLEAN
2026-02-24 12:38:00,120,95,91,27.4,57,CLEAN
2026-02-24 12:39:00,126,79,54,25.7,49,CLEAN
2026-02-24 12:40:00,83,77,55,25.4,39,CLEAN
2026-02-24 12:41:00,105,80,55,27.3,62,CLEAN
2026-02-24 12:42:00,59,64,56,24.1,61,CLEAN
2026-02-24 12:43:00,95,74,33,27.3,45,CLEAN
2026-02-24 12:44:00,101,85,94,23.4,30,CLEAN
2026-02-24 12:45:00,104,116,92,26.4,51,CLEAN
2026-02-24 12:46:00,120,60,78,27.0,63,CLEAN
2026-02-24 12:47:00,168,87,60,25.9,40,CLEAN
2026-02-24 12:48:00,82,71,60,26.3,48,CLEAN
2026-02-24 12:49:00,128,80,69,25.3,56,CLEAN
2026-02-24 12:50:00,120,62,58,25.4,44,CLEAN
2026-02-24 12:51:00,79,70,85,26.5,56,CLEAN
2026-02-24 12:52:00,121,77,77,25.8,57,CLEAN
2026-02-24 12:53:00,85,31,67,28.8,62,CLEAN
2026-02-24 12:54:00,124,104,71,26.4,50,CLEAN
2026-02-24 12:55:00,92,92,91,25.7,51,CLEAN
2026-02-24 12:56:00,100,92,44,21.4,50,CLEAN
2026-02-24 12:57:00,69,69,67,25.1,66,CLEAN
2026-02-24 12:58:00,108,86,81,23.7,63,CLEAN
2026-02-24 12:59:00,98,93,50,22.9,61,CLEAN
2026-02-24 13:00:00,109,61,54,28.3,45,CLEAN
2026-02-24 13:01:00,141,61,81,25.3,59,CLEAN
2026-02-24 13:02:00,86,76,70,24.0,60,CLEAN
2026-02-24 13:03:00,87,75,52,20.9,53,CLEAN
2026-02-24 13:04:00,160,95,69,25.5,55,CLEAN
2026-02-24 13:05:00,113,56,90,27.4,60,CLEAN
2026-02-24 13:06:00,110,80,82,27.2,52,CLEAN
2026-02-24 13:07:00,85,82,97,23.5,43,CLEAN
2026-02-24 13:08:00,104,81,73,26.5,53,CLEAN
2026-02-24 13:09:00,137,47,55,25.8,41,CLEAN
2026-02-24 13:10:00,95,113,70,26.5,44,CLEAN
2026-02-24 13:11:00,84,72,64,28.6,59,CLEAN
2026-02-24 13:12:00,72,84,78,28.3,67,CLEAN
2026-02-24 13:13:00,74,63,47,25.5,58,CLEAN
2026-02-24 13:14:00,124,78,64,26.3,48,CLEAN
2026-02-24 13:15:00,152,47,73,30.0,55,CLEAN
2026-02-24 13:16:00,95,72,66,28.7,37,CLEAN
2026-02-24 13:17:00,138,51,65,25.1,59,CLEAN
2026-02-24 13:18:00,60,89,106,23.3,56,CLEAN
2026-02-24 13:19:00,83,88,70,24.7,58,CLEAN
2026-02-24 13:20:00,145,76,82,23.4,47,CLEAN
2026-02-24 13:21:00,111,109,76,25.4,54,CLEAN
2026-02-24 13:22:00,68,92,85,25.1,51,CLEAN
2026-02-24 13:23:00,106,71,68,30.2,53,CLEAN
2026-02-24 13:24:00,91,67,83,25.6,49,CLEAN
2026-02-24 13:25:00,133,108,59,22.3,63,CLEAN
2026-02-24 13:26:00,82,95,34,27.8,45,CLEAN
2026-02-24 13:27:00,118,80,52,25.2,60,CLEAN
2026-02-24 13:28:00,102,91,105,22.9,67,CLEAN
